     115.0       13.0      -43.0       -1.0       53.0      -13.0      -13.0       17.0
       3.0       41.0      -15.0       -9.0       17.0      -13.0      -37.0       13.0
     -41.0      -27.0       21.0       11.0      -15.0       -5.0       11.0      -19.0
      15.0      -15.0      -23.0       19.0       -3.0      -13.0      -13.0       33.0
      -3.0       -9.0        7.0       -7.0        3.0       -7.0      -15.0       -1.0
      -3.0      -13.0      -13.0       17.0       -9.0       17.0        1.0        3.0
     -31.0      -17.0        7.0        5.0       -1.0      -15.0        9.0       11.0
      -7.0      -21.0       11.0       13.0        3.0        1.0        9.0       -9.0
