       0.9        0.2        0.7       -6.0        0.8        1.5        0.5        1.6
      -2.7        0.8        0.5       -0.2        0.6        1.8        0.7        1.5
       0.8        0.6        0.5        0.4        0.3       -0.4        0.4        1.6
       1.7        0.5        1.3        0.4       -1.3        0.2        1.8        0.8
       4.7        1.8        2.0       -0.6       -1.3        2.6        0.3       -6.0
       3.3        1.8        0.2        1.4        2.2        0.6        8.0        4.7
       0.6        0.6        0.0       -1.2       -6.0        0.3       -0.2        0.4
      -0.0        0.5        0.0        0.5        4.7        8.0        0.2        2.2
