     108.0        2.0      -32.0        6.0       42.0      -20.0       -6.0       28.0
      -8.0       34.0       -8.0        2.0       10.0      -24.0      -26.0       20.0
     -34.0      -16.0       10.0        4.0       -4.0        2.0        4.0      -30.0
      26.0       -8.0      -30.0        8.0        4.0       -2.0      -24.0       26.0
     -14.0      -16.0       14.0        4.0       -4.0      -18.0       -4.0        6.0
     -10.0      -24.0       -2.0       24.0      -20.0       10.0        8.0       14.0
     -20.0      -10.0        0.0       -6.0        6.0       -4.0       -2.0        4.0
       0.0      -10.0        0.0        6.0       14.0        8.0        2.0      -20.0
